experiment,group,metric,n,mean,sd,median,min,max,ci95_lo,ci95_hi
Exp07_OperatorAblation,D,test_rmse,15,1979.9031128742245,1109.5840488701804,1929.15175468434,247.172958239838,3808.16091198646,1365.4359477953594,2594.3702779530895
Exp07_OperatorAblation,D,pi_error,0,nan,nan,nan,nan,nan,nan,nan
Exp07_OperatorAblation,D,final_n,15,24.0,0.0,24.0,24.0,24.0,24.0,24.0
Exp07_OperatorAblation,E,test_rmse,15,20.02531309150015,2.702308836798287,20.6592879984641,16.9121957469782,24.3089905347072,18.52882433807424,21.521801844926056
Exp07_OperatorAblation,E,pi_error,15,1.817755050806163e-05,4.668298936247667e-06,1.81790318015711e-05,8.00377903580705e-06,2.55738448027316e-05,1.559233272666182e-05,2.076276828946144e-05
Exp07_OperatorAblation,E,final_n,15,3.0,0.0,3.0,3.0,3.0,3.0,3.0
Exp08_PruningAblation,none,test_rmse,12,2055.3166162833486,1092.3726812634445,2270.94340223904,324.051485073352,3808.16091198646,1361.2561273432016,2749.3771052234956
Exp08_PruningAblation,none,pi_error,0,nan,nan,nan,nan,nan,nan,nan
Exp08_PruningAblation,none,final_n,12,24.0,0.0,24.0,24.0,24.0,24.0,24.0
Exp08_PruningAblation,r0,test_rmse,12,1942.3305158470455,971.5028155278615,2095.02376007029,323.051411959397,3154.12219174266,1325.0670757067091,2559.593955987382
Exp08_PruningAblation,r0,pi_error,0,nan,nan,nan,nan,nan,nan,nan
Exp08_PruningAblation,r0,final_n,12,24.0,0.0,24.0,24.0,24.0,24.0,24.0
Exp08_PruningAblation,r10k,test_rmse,12,311.4998544490999,709.3682457338863,25.4493406052364,16.6954188230233,2493.75312352183,-139.21122604334425,762.2109349415441
Exp08_PruningAblation,r10k,pi_error,8,1.9009575587287163e-05,1.3797836239984938e-05,1.7633050106102602e-05,1.11469295299538e-07,3.72940588345863e-05,7.474295817439126e-06,3.05448553571352e-05
Exp08_PruningAblation,r10k,final_n,12,5.833333333333333,4.608950449117916,3.0,3.0,16.0,2.904945927566433,8.761720739100234
Exp08_PruningAblation,r1k,test_rmse,12,1500.668536755319,1001.4470105676002,1558.87086485836,23.608645912354,3082.2011226798,864.3794627752914,2136.957610735347
Exp08_PruningAblation,r1k,pi_error,1,1.3582706244563e-05,0.0,1.3582706244563e-05,1.3582706244563e-05,1.3582706244563e-05,1.3582706244563e-05,1.3582706244563e-05
